variant,kind,rule_perms,signature
ablation_r32_p03.dl,ablation,"r0=0,1,2,3;r1=0,1,2,3;r2=0,1,2;r3=0,1,2;r4=0,1,2;r5=0,1,2;r6=0,1,2,3;r7=0,1,2;r8=0,1,2;r9=0,1,2;r10=0,1,2,3;r11=0,1,2,3;r12=0,1,2;r13=0,1,2,3,4;r14=0,1,2;r15=0,1,2,3,4;r16=0,1,2;r17=0,1,2;r18=0,1,2;r19=0,1,2;r20=0,1,2;r21=0,1,2,3,4;r22=0,1,2,3,4,5,6,7;r23=0,1,2,3,4,5,6,7;r24=0,1,2,3;r25=0,1,2;r26=0,1,2,3,4,5,6,7,8;r27=0,1,2,3;r28=0,1,2;r29=0,1,2,3,4,5,6,7;r30=0,1,2,3,4,5,6,7;r31=0,1,2,3,4,5;r32=2,3,1,0,4,5;r33=0,1,2,3,4,5",b5004640
ablation_r32_p04.dl,ablation,"r0=0,1,2,3;r1=0,1,2,3;r2=0,1,2;r3=0,1,2;r4=0,1,2;r5=0,1,2;r6=0,1,2,3;r7=0,1,2;r8=0,1,2;r9=0,1,2;r10=0,1,2,3;r11=0,1,2,3;r12=0,1,2;r13=0,1,2,3,4;r14=0,1,2;r15=0,1,2,3,4;r16=0,1,2;r17=0,1,2;r18=0,1,2;r19=0,1,2;r20=0,1,2;r21=0,1,2,3,4;r22=0,1,2,3,4,5,6,7;r23=0,1,2,3,4,5,6,7;r24=0,1,2,3;r25=0,1,2;r26=0,1,2,3,4,5,6,7,8;r27=0,1,2,3;r28=0,1,2;r29=0,1,2,3,4,5,6,7;r30=0,1,2,3,4,5,6,7;r31=0,1,2,3,4,5;r32=1,2,3,4,0,5;r33=0,1,2,3,4,5",d825d344
ablation_r32_p05.dl,ablation,"r0=0,1,2,3;r1=0,1,2,3;r2=0,1,2;r3=0,1,2;r4=0,1,2;r5=0,1,2;r6=0,1,2,3;r7=0,1,2;r8=0,1,2;r9=0,1,2;r10=0,1,2,3;r11=0,1,2,3;r12=0,1,2;r13=0,1,2,3,4;r14=0,1,2;r15=0,1,2,3,4;r16=0,1,2;r17=0,1,2;r18=0,1,2;r19=0,1,2;r20=0,1,2;r21=0,1,2,3,4;r22=0,1,2,3,4,5,6,7;r23=0,1,2,3,4,5,6,7;r24=0,1,2,3;r25=0,1,2;r26=0,1,2,3,4,5,6,7,8;r27=0,1,2,3;r28=0,1,2;r29=0,1,2,3,4,5,6,7;r30=0,1,2,3,4,5,6,7;r31=0,1,2,3,4,5;r32=1,2,4,5,3,0;r33=0,1,2,3,4,5",af076fb5
ablation_r32_p06.dl,ablation,"r0=0,1,2,3;r1=0,1,2,3;r2=0,1,2;r3=0,1,2;r4=0,1,2;r5=0,1,2;r6=0,1,2,3;r7=0,1,2;r8=0,1,2;r9=0,1,2;r10=0,1,2,3;r11=0,1,2,3;r12=0,1,2;r13=0,1,2,3,4;r14=0,1,2;r15=0,1,2,3,4;r16=0,1,2;r17=0,1,2;r18=0,1,2;r19=0,1,2;r20=0,1,2;r21=0,1,2,3,4;r22=0,1,2,3,4,5,6,7;r23=0,1,2,3,4,5,6,7;r24=0,1,2,3;r25=0,1,2;r26=0,1,2,3,4,5,6,7,8;r27=0,1,2,3;r28=0,1,2;r29=0,1,2,3,4,5,6,7;r30=0,1,2,3,4,5,6,7;r31=0,1,2,3,4,5;r32=1,2,3,0,4,5;r33=0,1,2,3,4,5",8d4f03ed
ablation_r32_p07.dl,ablation,"r0=0,1,2,3;r1=0,1,2,3;r2=0,1,2;r3=0,1,2;r4=0,1,2;r5=0,1,2;r6=0,1,2,3;r7=0,1,2;r8=0,1,2;r9=0,1,2;r10=0,1,2,3;r11=0,1,2,3;r12=0,1,2;r13=0,1,2,3,4;r14=0,1,2;r15=0,1,2,3,4;r16=0,1,2;r17=0,1,2;r18=0,1,2;r19=0,1,2;r20=0,1,2;r21=0,1,2,3,4;r22=0,1,2,3,4,5,6,7;r23=0,1,2,3,4,5,6,7;r24=0,1,2,3;r25=0,1,2;r26=0,1,2,3,4,5,6,7,8;r27=0,1,2,3;r28=0,1,2;r29=0,1,2,3,4,5,6,7;r30=0,1,2,3,4,5,6,7;r31=0,1,2,3,4,5;r32=1,2,4,5,0,3;r33=0,1,2,3,4,5",b61f59ea
ablation_r32_p08.dl,ablation,"r0=0,1,2,3;r1=0,1,2,3;r2=0,1,2;r3=0,1,2;r4=0,1,2;r5=0,1,2;r6=0,1,2,3;r7=0,1,2;r8=0,1,2;r9=0,1,2;r10=0,1,2,3;r11=0,1,2,3;r12=0,1,2;r13=0,1,2,3,4;r14=0,1,2;r15=0,1,2,3,4;r16=0,1,2;r17=0,1,2;r18=0,1,2;r19=0,1,2;r20=0,1,2;r21=0,1,2,3,4;r22=0,1,2,3,4,5,6,7;r23=0,1,2,3,4,5,6,7;r24=0,1,2,3;r25=0,1,2;r26=0,1,2,3,4,5,6,7,8;r27=0,1,2,3;r28=0,1,2;r29=0,1,2,3,4,5,6,7;r30=0,1,2,3,4,5,6,7;r31=0,1,2,3,4,5;r32=2,4,1,0,3,5;r33=0,1,2,3,4,5",42802614
ablation_r32_p09.dl,ablation,"r0=0,1,2,3;r1=0,1,2,3;r2=0,1,2;r3=0,1,2;r4=0,1,2;r5=0,1,2;r6=0,1,2,3;r7=0,1,2;r8=0,1,2;r9=0,1,2;r10=0,1,2,3;r11=0,1,2,3;r12=0,1,2;r13=0,1,2,3,4;r14=0,1,2;r15=0,1,2,3,4;r16=0,1,2;r17=0,1,2;r18=0,1,2;r19=0,1,2;r20=0,1,2;r21=0,1,2,3,4;r22=0,1,2,3,4,5,6,7;r23=0,1,2,3,4,5,6,7;r24=0,1,2,3;r25=0,1,2;r26=0,1,2,3,4,5,6,7,8;r27=0,1,2,3;r28=0,1,2;r29=0,1,2,3,4,5,6,7;r30=0,1,2,3,4,5,6,7;r31=0,1,2,3,4,5;r32=2,3,4,5,1,0;r33=0,1,2,3,4,5",af620bfc
ablation_r32_p10.dl,ablation,"r0=0,1,2,3;r1=0,1,2,3;r2=0,1,2;r3=0,1,2;r4=0,1,2;r5=0,1,2;r6=0,1,2,3;r7=0,1,2;r8=0,1,2;r9=0,1,2;r10=0,1,2,3;r11=0,1,2,3;r12=0,1,2;r13=0,1,2,3,4;r14=0,1,2;r15=0,1,2,3,4;r16=0,1,2;r17=0,1,2;r18=0,1,2;r19=0,1,2;r20=0,1,2;r21=0,1,2,3,4;r22=0,1,2,3,4,5,6,7;r23=0,1,2,3,4,5,6,7;r24=0,1,2,3;r25=0,1,2;r26=0,1,2,3,4,5,6,7,8;r27=0,1,2,3;r28=0,1,2;r29=0,1,2,3,4,5,6,7;r30=0,1,2,3,4,5,6,7;r31=0,1,2,3,4,5;r32=4,5,1,2,0,3;r33=0,1,2,3,4,5",97dd78e3
ablation_r32_p11.dl,ablation,"r0=0,1,2,3;r1=0,1,2,3;r2=0,1,2;r3=0,1,2;r4=0,1,2;r5=0,1,2;r6=0,1,2,3;r7=0,1,2;r8=0,1,2;r9=0,1,2;r10=0,1,2,3;r11=0,1,2,3;r12=0,1,2;r13=0,1,2,3,4;r14=0,1,2;r15=0,1,2,3,4;r16=0,1,2;r17=0,1,2;r18=0,1,2;r19=0,1,2;r20=0,1,2;r21=0,1,2,3,4;r22=0,1,2,3,4,5,6,7;r23=0,1,2,3,4,5,6,7;r24=0,1,2,3;r25=0,1,2;r26=0,1,2,3,4,5,6,7,8;r27=0,1,2,3;r28=0,1,2;r29=0,1,2,3,4,5,6,7;r30=0,1,2,3,4,5,6,7;r31=0,1,2,3,4,5;r32=2,4,1,3,0,5;r33=0,1,2,3,4,5",78d6ad3c
ablation_r32_p12.dl,ablation,"r0=0,1,2,3;r1=0,1,2,3;r2=0,1,2;r3=0,1,2;r4=0,1,2;r5=0,1,2;r6=0,1,2,3;r7=0,1,2;r8=0,1,2;r9=0,1,2;r10=0,1,2,3;r11=0,1,2,3;r12=0,1,2;r13=0,1,2,3,4;r14=0,1,2;r15=0,1,2,3,4;r16=0,1,2;r17=0,1,2;r18=0,1,2;r19=0,1,2;r20=0,1,2;r21=0,1,2,3,4;r22=0,1,2,3,4,5,6,7;r23=0,1,2,3,4,5,6,7;r24=0,1,2,3;r25=0,1,2;r26=0,1,2,3,4,5,6,7,8;r27=0,1,2,3;r28=0,1,2;r29=0,1,2,3,4,5,6,7;r30=0,1,2,3,4,5,6,7;r31=0,1,2,3,4,5;r32=1,4,5,2,0,3;r33=0,1,2,3,4,5",afb7926d
ablation_r33_p01.dl,ablation,"r0=0,1,2,3;r1=0,1,2,3;r2=0,1,2;r3=0,1,2;r4=0,1,2;r5=0,1,2;r6=0,1,2,3;r7=0,1,2;r8=0,1,2;r9=0,1,2;r10=0,1,2,3;r11=0,1,2,3;r12=0,1,2;r13=0,1,2,3,4;r14=0,1,2;r15=0,1,2,3,4;r16=0,1,2;r17=0,1,2;r18=0,1,2;r19=0,1,2;r20=0,1,2;r21=0,1,2,3,4;r22=0,1,2,3,4,5,6,7;r23=0,1,2,3,4,5,6,7;r24=0,1,2,3;r25=0,1,2;r26=0,1,2,3,4,5,6,7,8;r27=0,1,2,3;r28=0,1,2;r29=0,1,2,3,4,5,6,7;r30=0,1,2,3,4,5,6,7;r31=0,1,2,3,4,5;r32=0,1,2,3,4,5;r33=2,4,1,3,0,5",af0dd839
ablation_r33_p02.dl,ablation,"r0=0,1,2,3;r1=0,1,2,3;r2=0,1,2;r3=0,1,2;r4=0,1,2;r5=0,1,2;r6=0,1,2,3;r7=0,1,2;r8=0,1,2;r9=0,1,2;r10=0,1,2,3;r11=0,1,2,3;r12=0,1,2;r13=0,1,2,3,4;r14=0,1,2;r15=0,1,2,3,4;r16=0,1,2;r17=0,1,2;r18=0,1,2;r19=0,1,2;r20=0,1,2;r21=0,1,2,3,4;r22=0,1,2,3,4,5,6,7;r23=0,1,2,3,4,5,6,7;r24=0,1,2,3;r25=0,1,2;r26=0,1,2,3,4,5,6,7,8;r27=0,1,2,3;r28=0,1,2;r29=0,1,2,3,4,5,6,7;r30=0,1,2,3,4,5,6,7;r31=0,1,2,3,4,5;r32=0,1,2,3,4,5;r33=1,4,2,5,3,0",716a7421
ablation_r33_p03.dl,ablation,"r0=0,1,2,3;r1=0,1,2,3;r2=0,1,2;r3=0,1,2;r4=0,1,2;r5=0,1,2;r6=0,1,2,3;r7=0,1,2;r8=0,1,2;r9=0,1,2;r10=0,1,2,3;r11=0,1,2,3;r12=0,1,2;r13=0,1,2,3,4;r14=0,1,2;r15=0,1,2,3,4;r16=0,1,2;r17=0,1,2;r18=0,1,2;r19=0,1,2;r20=0,1,2;r21=0,1,2,3,4;r22=0,1,2,3,4,5,6,7;r23=0,1,2,3,4,5,6,7;r24=0,1,2,3;r25=0,1,2;r26=0,1,2,3,4,5,6,7,8;r27=0,1,2,3;r28=0,1,2;r29=0,1,2,3,4,5,6,7;r30=0,1,2,3,4,5,6,7;r31=0,1,2,3,4,5;r32=0,1,2,3,4,5;r33=1,4,2,3,5,0",f94333ca
ablation_r33_p04.dl,ablation,"r0=0,1,2,3;r1=0,1,2,3;r2=0,1,2;r3=0,1,2;r4=0,1,2;r5=0,1,2;r6=0,1,2,3;r7=0,1,2;r8=0,1,2;r9=0,1,2;r10=0,1,2,3;r11=0,1,2,3;r12=0,1,2;r13=0,1,2,3,4;r14=0,1,2;r15=0,1,2,3,4;r16=0,1,2;r17=0,1,2;r18=0,1,2;r19=0,1,2;r20=0,1,2;r21=0,1,2,3,4;r22=0,1,2,3,4,5,6,7;r23=0,1,2,3,4,5,6,7;r24=0,1,2,3;r25=0,1,2;r26=0,1,2,3,4,5,6,7,8;r27=0,1,2,3;r28=0,1,2;r29=0,1,2,3,4,5,6,7;r30=0,1,2,3,4,5,6,7;r31=0,1,2,3,4,5;r32=0,1,2,3,4,5;r33=1,2,4,3,5,0",8a2f5e0b
ablation_r33_p05.dl,ablation,"r0=0,1,2,3;r1=0,1,2,3;r2=0,1,2;r3=0,1,2;r4=0,1,2;r5=0,1,2;r6=0,1,2,3;r7=0,1,2;r8=0,1,2;r9=0,1,2;r10=0,1,2,3;r11=0,1,2,3;r12=0,1,2;r13=0,1,2,3,4;r14=0,1,2;r15=0,1,2,3,4;r16=0,1,2;r17=0,1,2;r18=0,1,2;r19=0,1,2;r20=0,1,2;r21=0,1,2,3,4;r22=0,1,2,3,4,5,6,7;r23=0,1,2,3,4,5,6,7;r24=0,1,2,3;r25=0,1,2;r26=0,1,2,3,4,5,6,7,8;r27=0,1,2,3;r28=0,1,2;r29=0,1,2,3,4,5,6,7;r30=0,1,2,3,4,5,6,7;r31=0,1,2,3,4,5;r32=0,1,2,3,4,5;r33=1,2,3,0,4,5",a87acd64
ablation_r33_p06.dl,ablation,"r0=0,1,2,3;r1=0,1,2,3;r2=0,1,2;r3=0,1,2;r4=0,1,2;r5=0,1,2;r6=0,1,2,3;r7=0,1,2;r8=0,1,2;r9=0,1,2;r10=0,1,2,3;r11=0,1,2,3;r12=0,1,2;r13=0,1,2,3,4;r14=0,1,2;r15=0,1,2,3,4;r16=0,1,2;r17=0,1,2;r18=0,1,2;r19=0,1,2;r20=0,1,2;r21=0,1,2,3,4;r22=0,1,2,3,4,5,6,7;r23=0,1,2,3,4,5,6,7;r24=0,1,2,3;r25=0,1,2;r26=0,1,2,3,4,5,6,7,8;r27=0,1,2,3;r28=0,1,2;r29=0,1,2,3,4,5,6,7;r30=0,1,2,3,4,5,6,7;r31=0,1,2,3,4,5;r32=0,1,2,3,4,5;r33=2,3,4,1,0,5",b5baa30d
ablation_r33_p07.dl,ablation,"r0=0,1,2,3;r1=0,1,2,3;r2=0,1,2;r3=0,1,2;r4=0,1,2;r5=0,1,2;r6=0,1,2,3;r7=0,1,2;r8=0,1,2;r9=0,1,2;r10=0,1,2,3;r11=0,1,2,3;r12=0,1,2;r13=0,1,2,3,4;r14=0,1,2;r15=0,1,2,3,4;r16=0,1,2;r17=0,1,2;r18=0,1,2;r19=0,1,2;r20=0,1,2;r21=0,1,2,3,4;r22=0,1,2,3,4,5,6,7;r23=0,1,2,3,4,5,6,7;r24=0,1,2,3;r25=0,1,2;r26=0,1,2,3,4,5,6,7,8;r27=0,1,2,3;r28=0,1,2;r29=0,1,2,3,4,5,6,7;r30=0,1,2,3,4,5,6,7;r31=0,1,2,3,4,5;r32=0,1,2,3,4,5;r33=2,3,1,4,5,0",bc06085f
ablation_r33_p08.dl,ablation,"r0=0,1,2,3;r1=0,1,2,3;r2=0,1,2;r3=0,1,2;r4=0,1,2;r5=0,1,2;r6=0,1,2,3;r7=0,1,2;r8=0,1,2;r9=0,1,2;r10=0,1,2,3;r11=0,1,2,3;r12=0,1,2;r13=0,1,2,3,4;r14=0,1,2;r15=0,1,2,3,4;r16=0,1,2;r17=0,1,2;r18=0,1,2;r19=0,1,2;r20=0,1,2;r21=0,1,2,3,4;r22=0,1,2,3,4,5,6,7;r23=0,1,2,3,4,5,6,7;r24=0,1,2,3;r25=0,1,2;r26=0,1,2,3,4,5,6,7,8;r27=0,1,2,3;r28=0,1,2;r29=0,1,2,3,4,5,6,7;r30=0,1,2,3,4,5,6,7;r31=0,1,2,3,4,5;r32=0,1,2,3,4,5;r33=1,2,0,3,4,5",f549aa80
ablation_r33_p09.dl,ablation,"r0=0,1,2,3;r1=0,1,2,3;r2=0,1,2;r3=0,1,2;r4=0,1,2;r5=0,1,2;r6=0,1,2,3;r7=0,1,2;r8=0,1,2;r9=0,1,2;r10=0,1,2,3;r11=0,1,2,3;r12=0,1,2;r13=0,1,2,3,4;r14=0,1,2;r15=0,1,2,3,4;r16=0,1,2;r17=0,1,2;r18=0,1,2;r19=0,1,2;r20=0,1,2;r21=0,1,2,3,4;r22=0,1,2,3,4,5,6,7;r23=0,1,2,3,4,5,6,7;r24=0,1,2,3;r25=0,1,2;r26=0,1,2,3,4,5,6,7,8;r27=0,1,2,3;r28=0,1,2;r29=0,1,2,3,4,5,6,7;r30=0,1,2,3,4,5,6,7;r31=0,1,2,3,4,5;r32=0,1,2,3,4,5;r33=0,1,4,2,5,3",1ea5a73c
ablation_r33_p10.dl,ablation,"r0=0,1,2,3;r1=0,1,2,3;r2=0,1,2;r3=0,1,2;r4=0,1,2;r5=0,1,2;r6=0,1,2,3;r7=0,1,2;r8=0,1,2;r9=0,1,2;r10=0,1,2,3;r11=0,1,2,3;r12=0,1,2;r13=0,1,2,3,4;r14=0,1,2;r15=0,1,2,3,4;r16=0,1,2;r17=0,1,2;r18=0,1,2;r19=0,1,2;r20=0,1,2;r21=0,1,2,3,4;r22=0,1,2,3,4,5,6,7;r23=0,1,2,3,4,5,6,7;r24=0,1,2,3;r25=0,1,2;r26=0,1,2,3,4,5,6,7,8;r27=0,1,2,3;r28=0,1,2;r29=0,1,2,3,4,5,6,7;r30=0,1,2,3,4,5,6,7;r31=0,1,2,3,4,5;r32=0,1,2,3,4,5;r33=1,2,0,4,5,3",dace2c2c
ablation_r33_p11.dl,ablation,"r0=0,1,2,3;r1=0,1,2,3;r2=0,1,2;r3=0,1,2;r4=0,1,2;r5=0,1,2;r6=0,1,2,3;r7=0,1,2;r8=0,1,2;r9=0,1,2;r10=0,1,2,3;r11=0,1,2,3;r12=0,1,2;r13=0,1,2,3,4;r14=0,1,2;r15=0,1,2,3,4;r16=0,1,2;r17=0,1,2;r18=0,1,2;r19=0,1,2;r20=0,1,2;r21=0,1,2,3,4;r22=0,1,2,3,4,5,6,7;r23=0,1,2,3,4,5,6,7;r24=0,1,2,3;r25=0,1,2;r26=0,1,2,3,4,5,6,7,8;r27=0,1,2,3;r28=0,1,2;r29=0,1,2,3,4,5,6,7;r30=0,1,2,3,4,5,6,7;r31=0,1,2,3,4,5;r32=0,1,2,3,4,5;r33=1,2,3,4,0,5",1b0c86ec
ablation_r33_p12.dl,ablation,"r0=0,1,2,3;r1=0,1,2,3;r2=0,1,2;r3=0,1,2;r4=0,1,2;r5=0,1,2;r6=0,1,2,3;r7=0,1,2;r8=0,1,2;r9=0,1,2;r10=0,1,2,3;r11=0,1,2,3;r12=0,1,2;r13=0,1,2,3,4;r14=0,1,2;r15=0,1,2,3,4;r16=0,1,2;r17=0,1,2;r18=0,1,2;r19=0,1,2;r20=0,1,2;r21=0,1,2,3,4;r22=0,1,2,3,4,5,6,7;r23=0,1,2,3,4,5,6,7;r24=0,1,2,3;r25=0,1,2;r26=0,1,2,3,4,5,6,7,8;r27=0,1,2,3;r28=0,1,2;r29=0,1,2,3,4,5,6,7;r30=0,1,2,3,4,5,6,7;r31=0,1,2,3,4,5;r32=0,1,2,3,4,5;r33=2,4,1,5,3,0",a9ca54f3
sample_0001.dl,sample,"r0=0,2,1,3;r1=2,3,0,1;r2=0,2,1;r3=1,2,0;r4=0,1,2;r5=0,2,1;r6=1,2,0,3;r7=1,2,0;r8=0,2,1;r9=1,2,0;r10=1,2,0,3;r11=1,3,0,2;r12=0,1,2;r13=0,4,2,3,1;r14=0,1,2;r15=3,4,2,1,0;r16=1,2,0;r17=1,2,0;r18=0,1,2;r19=0,2,1;r20=1,2,0;r21=1,2,0,4,3;r22=2,5,1,3,0,4,6,7;r23=0,1,2,3,4,7,6,5;r24=1,3,2,0;r25=1,2,0;r26=5,7,1,2,4,3,0,6,8;r27=0,1,3,2;r28=0,1,2;r29=2,5,1,6,0,7,3,4;r30=5,7,1,4,2,0,6,3;r31=2,4,1,3,0,5;r32=1,2,4,0,3,5;r33=1,2,3,0,4,5",40c8ded6
sample_0002.dl,sample,"r0=0,3,2,1;r1=0,2,1,3;r2=1,2,0;r3=1,2,0;r4=0,1,2;r5=1,2,0;r6=0,3,2,1;r7=0,2,1;r8=0,1,2;r9=0,1,2;r10=1,2,0,3;r11=2,3,1,0;r12=0,2,1;r13=0,2,1,4,3;r14=0,1,2;r15=1,3,0,4,2;r16=0,1,2;r17=0,1,2;r18=1,2,0;r19=0,2,1;r20=0,1,2;r21=2,3,1,4,0;r22=4,7,6,5,3,1,2,0;r23=1,2,3,4,7,6,0,5;r24=0,1,3,2;r25=1,2,0;r26=5,7,4,1,8,0,6,2,3;r27=0,1,3,2;r28=1,2,0;r29=5,7,2,6,1,0,4,3;r30=6,7,5,1,4,2,0,3;r31=1,4,5,0,2,3;r32=1,2,4,0,5,3;r33=2,3,4,1,5,0",43761ac6
sample_0003.dl,sample,"r0=2,3,1,0;r1=2,3,1,0;r2=0,1,2;r3=1,2,0;r4=0,2,1;r5=0,2,1;r6=2,3,0,1;r7=1,2,0;r8=0,2,1;r9=0,2,1;r10=1,3,0,2;r11=1,2,3,0;r12=0,1,2;r13=0,2,1,4,3;r14=0,1,2;r15=0,1,3,4,2;r16=1,2,0;r17=0,1,2;r18=1,2,0;r19=0,1,2;r20=0,1,2;r21=0,1,2,3,4;r22=1,2,0,3,5,4,6,7;r23=4,7,1,0,6,2,5,3;r24=1,3,2,0;r25=0,1,2;r26=2,3,4,7,1,5,0,6,8;r27=0,1,2,3;r28=0,1,2;r29=2,5,6,7,1,4,3,0;r30=1,2,5,3,0,7,4,6;r31=2,3,1,4,5,0;r32=1,2,4,3,5,0;r33=1,2,4,5,3,0",a7e84e45
sample_0004.dl,sample,"r0=2,3,0,1;r1=1,2,3,0;r2=0,1,2;r3=1,2,0;r4=0,1,2;r5=1,2,0;r6=1,3,2,0;r7=1,2,0;r8=0,2,1;r9=0,1,2;r10=2,3,1,0;r11=1,2,3,0;r12=0,2,1;r13=0,2,1,3,4;r14=0,1,2;r15=1,2,0,3,4;r16=1,2,0;r17=1,2,0;r18=0,2,1;r19=0,2,1;r20=1,2,0;r21=0,1,2,4,3;r22=3,4,7,1,6,5,2,0;r23=2,5,6,7,1,4,0,3;r24=1,3,2,0;r25=0,1,2;r26=1,2,5,7,6,0,4,8,3;r27=1,2,3,0;r28=1,2,0;r29=1,5,0,6,2,3,7,4;r30=2,3,4,1,7,0,5,6;r31=1,2,4,0,3,5;r32=1,2,4,0,3,5;r33=2,3,4,1,5,0",a19fa0e1
sample_0005.dl,sample,"r0=1,2,3,0;r1=0,2,1,3;r2=0,2,1;r3=0,1,2;r4=0,2,1;r5=0,2,1;r6=0,2,3,1;r7=0,1,2;r8=0,2,1;r9=1,2,0;r10=0,1,2,3;r11=0,1,2,3;r12=1,2,0;r13=0,3,4,2,1;r14=0,1,2;r15=0,1,3,4,2;r16=0,1,2;r17=0,1,2;r18=0,2,1;r19=0,2,1;r20=1,2,0;r21=1,2,3,0,4;r22=6,7,4,3,5,2,1,0;r23=1,4,2,7,6,5,0,3;r24=0,1,2,3;r25=0,1,2;r26=3,4,2,7,5,8,6,1,0;r27=0,1,2,3;r28=1,2,0;r29=2,3,5,4,1,6,0,7;r30=4,7,6,1,2,5,3,0;r31=1,4,0,2,3,5;r32=1,4,5,0,2,3;r33=2,4,3,5,1,0",e9647a25
sample_0006.dl,sample,"r0=2,3,1,0;r1=1,3,0,2;r2=1,2,0;r3=1,2,0;r4=0,2,1;r5=0,1,2;r6=0,2,3,1;r7=0,2,1;r8=0,1,2;r9=0,1,2;r10=1,3,0,2;r11=1,3,2,0;r12=1,2,0;r13=0,1,2,4,3;r14=1,2,0;r15=0,1,3,2,4;r16=0,1,2;r17=1,2,0;r18=1,2,0;r19=0,1,2;r20=0,1,2;r21=2,3,1,0,4;r22=1,2,0,5,3,4,7,6;r23=5,6,7,3,4,1,2,0;r24=0,1,3,2;r25=0,1,2;r26=6,7,1,0,2,3,5,4,8;r27=0,1,2,3;r28=0,1,2;r29=2,6,7,5,1,4,3,0;r30=1,5,2,3,0,7,6,4;r31=2,4,1,0,3,5;r32=1,2,4,3,5,0;r33=2,4,1,0,5,3",8af3978d
sample_0007.dl,sample,"r0=1,3,2,0;r1=0,1,2,3;r2=1,2,0;r3=0,1,2;r4=0,2,1;r5=1,2,0;r6=1,3,2,0;r7=1,2,0;r8=1,2,0;r9=0,2,1;r10=1,2,0,3;r11=0,1,3,2;r12=1,2,0;r13=0,4,3,1,2;r14=1,2,0;r15=1,3,0,4,2;r16=1,2,0;r17=1,2,0;r18=0,1,2;r19=0,2,1;r20=1,2,0;r21=1,4,0,2,3;r22=4,7,6,3,1,5,2,0;r23=1,2,0,4,3,5,6,7;r24=0,1,2,3;r25=1,2,0;r26=6,7,1,8,2,4,3,0,5;r27=1,3,0,2;r28=0,1,2;r29=1,2,5,3,6,4,0,7;r30=5,7,4,2,3,1,0,6;r31=1,2,4,0,5,3;r32=2,3,1,4,5,0;r33=1,2,4,5,0,3",ec8caca3
sample_0008.dl,sample,"r0=0,2,1,3;r1=0,3,2,1;r2=0,1,2;r3=0,1,2;r4=0,2,1;r5=0,2,1;r6=0,2,1,3;r7=0,2,1;r8=1,2,0;r9=1,2,0;r10=1,2,0,3;r11=1,3,0,2;r12=1,2,0;r13=0,3,4,1,2;r14=0,1,2;r15=3,4,2,1,0;r16=1,2,0;r17=0,1,2;r18=0,1,2;r19=0,2,1;r20=0,1,2;r21=0,1,4,3,2;r22=4,7,6,3,1,0,5,2;r23=2,5,1,4,3,0,7,6;r24=0,1,3,2;r25=1,2,0;r26=2,5,6,1,0,3,7,8,4;r27=1,3,0,2;r28=0,1,2;r29=2,5,7,4,3,6,1,0;r30=1,6,7,0,2,4,5,3;r31=2,4,3,1,5,0;r32=2,4,1,5,0,3;r33=1,2,4,5,0,3",c0cc962a
sample_0009.dl,sample,"r0=1,3,0,2;r1=1,2,3,0;r2=0,2,1;r3=0,1,2;r4=0,1,2;r5=1,2,0;r6=1,2,0,3;r7=0,2,1;r8=0,1,2;r9=0,1,2;r10=1,2,0,3;r11=2,3,1,0;r12=0,1,2;r13=0,4,2,1,3;r14=1,2,0;r15=1,2,3,4,0;r16=1,2,0;r17=1,2,0;r18=1,2,0;r19=0,1,2;r20=0,1,2;r21=0,1,4,2,3;r22=6,7,5,2,1,3,4,0;r23=3,5,6,2,1,7,4,0;r24=0,1,3,2;r25=0,1,2;r26=2,6,7,8,5,3,1,4,0;r27=1,3,0,2;r28=0,1,2;r29=4,7,3,2,1,6,0,5;r30=1,5,2,6,7,3,0,4;r31=0,1,2,4,5,3;r32=1,4,0,2,5,3;r33=1,4,2,3,0,5",7c325242
sample_0010.dl,sample,"r0=0,1,2,3;r1=0,3,2,1;r2=0,1,2;r3=1,2,0;r4=0,1,2;r5=1,2,0;r6=0,1,3,2;r7=0,2,1;r8=1,2,0;r9=0,2,1;r10=1,3,0,2;r11=1,3,2,0;r12=0,1,2;r13=0,2,1,4,3;r14=0,1,2;r15=1,2,3,4,0;r16=1,2,0;r17=0,1,2;r18=0,1,2;r19=0,2,1;r20=1,2,0;r21=3,4,2,1,0;r22=6,7,4,3,5,2,1,0;r23=4,7,1,6,0,2,5,3;r24=2,3,1,0;r25=0,1,2;r26=2,5,1,7,4,3,6,8,0;r27=0,1,3,2;r28=0,1,2;r29=2,6,5,1,3,4,0,7;r30=1,2,0,5,7,3,4,6;r31=2,3,1,0,4,5;r32=1,2,4,3,0,5;r33=1,2,4,0,3,5",e1c233c3
